node_id,run_time,last_obs_time,horizon_step,horizon_minutes,forecast_time,pred,current,delta,expected_mae_node,confidence,pred_low,pred_high
89,2026-02-05 22:22:15.750357,2012-06-27 21:55:00,11,55,2012-06-27 22:50:00,66.81894,66.0,0.8189392,4.371002,high,62.447937,71.18994
89,2026-02-05 22:22:15.750357,2012-06-27 21:55:00,12,60,2012-06-27 22:55:00,66.77611,66.0,0.7761078,4.371002,high,62.405106,71.14711
90,2026-02-05 22:22:15.750357,2012-06-27 21:55:00,1,5,2012-06-27 22:00:00,68.19651,68.125,0.071510315,4.4108953,high,63.785614,72.60741
90,2026-02-05 22:22:15.750357,2012-06-27 21:55:00,2,10,2012-06-27 22:05:00,68.040276,68.125,-0.084724426,4.4108953,high,63.62938,72.45117
90,2026-02-05 22:22:15.750357,2012-06-27 21:55:00,3,15,2012-06-27 22:10:00,67.86084,68.125,-0.26416016,4.4108953,high,63.449944,72.271736
90,2026-02-05 22:22:15.750357,2012-06-27 21:55:00,4,20,2012-06-27 22:15:00,68.01407,68.125,-0.1109314,4.4108953,high,63.603172,72.424965
90,2026-02-05 22:22:15.750357,2012-06-27 21:55:00,5,25,2012-06-27 22:20:00,68.0399,68.125,-0.08509827,4.4108953,high,63.629005,72.4508
90,2026-02-05 22:22:15.750357,2012-06-27 21:55:00,6,30,2012-06-27 22:25:00,68.127266,68.125,0.0022659302,4.4108953,high,63.71637,72.53816
90,2026-02-05 22:22:15.750357,2012-06-27 21:55:00,7,35,2012-06-27 22:30:00,68.00099,68.125,-0.12400818,4.4108953,high,63.590096,72.41189
90,2026-02-05 22:22:15.750357,2012-06-27 21:55:00,8,40,2012-06-27 22:35:00,68.117035,68.125,-0.007965088,4.4108953,high,63.70614,72.52793
90,2026-02-05 22:22:15.750357,2012-06-27 21:55:00,9,45,2012-06-27 22:40:00,67.86294,68.125,-0.26206207,4.4108953,high,63.45204,72.273834
90,2026-02-05 22:22:15.750357,2012-06-27 21:55:00,10,50,2012-06-27 22:45:00,68.04516,68.125,-0.079841614,4.4108953,high,63.634262,72.456055
90,2026-02-05 22:22:15.750357,2012-06-27 21:55:00,11,55,2012-06-27 22:50:00,68.117256,68.125,-0.0077438354,4.4108953,high,63.70636,72.52815
90,2026-02-05 22:22:15.750357,2012-06-27 21:55:00,12,60,2012-06-27 22:55:00,67.9436,68.125,-0.18139648,4.4108953,high,63.532707,72.3545
91,2026-02-05 22:22:15.750357,2012-06-27 21:55:00,1,5,2012-06-27 22:00:00,50.809605,50.75,0.059604645,4.842024,medium,45.967583,55.651627
91,2026-02-05 22:22:15.750357,2012-06-27 21:55:00,2,10,2012-06-27 22:05:00,51.302696,50.75,0.5526962,4.842024,medium,46.46067,56.144722
91,2026-02-05 22:22:15.750357,2012-06-27 21:55:00,3,15,2012-06-27 22:10:00,50.88411,50.75,0.1341095,4.842024,medium,46.042084,55.726135
91,2026-02-05 22:22:15.750357,2012-06-27 21:55:00,4,20,2012-06-27 22:15:00,51.12372,50.75,0.37371826,4.842024,medium,46.281693,55.965744
91,2026-02-05 22:22:15.750357,2012-06-27 21:55:00,5,25,2012-06-27 22:20:00,51.39263,50.75,0.64263153,4.842024,medium,46.550606,56.234657
91,2026-02-05 22:22:15.750357,2012-06-27 21:55:00,6,30,2012-06-27 22:25:00,51.623623,50.75,0.8736229,4.842024,medium,46.7816,56.465645
91,2026-02-05 22:22:15.750357,2012-06-27 21:55:00,7,35,2012-06-27 22:30:00,51.86957,50.75,1.1195717,4.842024,medium,47.02755,56.711594
91,2026-02-05 22:22:15.750357,2012-06-27 21:55:00,8,40,2012-06-27 22:35:00,51.905556,50.75,1.1555557,4.842024,medium,47.06353,56.74758
91,2026-02-05 22:22:15.750357,2012-06-27 21:55:00,9,45,2012-06-27 22:40:00,52.199593,50.75,1.4495926,4.842024,medium,47.357567,57.04162
91,2026-02-05 22:22:15.750357,2012-06-27 21:55:00,10,50,2012-06-27 22:45:00,51.853977,50.75,1.1039772,4.842024,medium,47.011955,56.696
91,2026-02-05 22:22:15.750357,2012-06-27 21:55:00,11,55,2012-06-27 22:50:00,52.176414,50.75,1.4264145,4.842024,medium,47.33439,57.01844
91,2026-02-05 22:22:15.750357,2012-06-27 21:55:00,12,60,2012-06-27 22:55:00,52.250843,50.75,1.500843,4.842024,medium,47.40882,57.092865
92,2026-02-05 22:22:15.750357,2012-06-27 21:55:00,1,5,2012-06-27 22:00:00,68.649315,68.75,-0.10068512,4.0273166,high,64.622,72.67663
92,2026-02-05 22:22:15.750357,2012-06-27 21:55:00,2,10,2012-06-27 22:05:00,68.67904,68.75,-0.070961,4.0273166,high,64.651726,72.70635
92,2026-02-05 22:22:15.750357,2012-06-27 21:55:00,3,15,2012-06-27 22:10:00,68.57665,68.75,-0.17334747,4.0273166,high,64.54934,72.603966
92,2026-02-05 22:22:15.750357,2012-06-27 21:55:00,4,20,2012-06-27 22:15:00,68.66236,68.75,-0.087638855,4.0273166,high,64.63505,72.689674
92,2026-02-05 22:22:15.750357,2012-06-27 21:55:00,5,25,2012-06-27 22:20:00,68.80892,68.75,0.058921814,4.0273166,high,64.78161,72.836235
92,2026-02-05 22:22:15.750357,2012-06-27 21:55:00,6,30,2012-06-27 22:25:00,68.72888,68.75,-0.021118164,4.0273166,high,64.70157,72.756195
92,2026-02-05 22:22:15.750357,2012-06-27 21:55:00,7,35,2012-06-27 22:30:00,68.710335,68.75,-0.039665222,4.0273166,high,64.68302,72.73765
92,2026-02-05 22:22:15.750357,2012-06-27 21:55:00,8,40,2012-06-27 22:35:00,68.72528,68.75,-0.024719238,4.0273166,high,64.69797,72.752594
92,2026-02-05 22:22:15.750357,2012-06-27 21:55:00,9,45,2012-06-27 22:40:00,68.8419,68.75,0.09190369,4.0273166,high,64.81459,72.86922
92,2026-02-05 22:22:15.750357,2012-06-27 21:55:00,10,50,2012-06-27 22:45:00,68.65049,68.75,-0.09951019,4.0273166,high,64.62318,72.6778
92,2026-02-05 22:22:15.750357,2012-06-27 21:55:00,11,55,2012-06-27 22:50:00,68.65178,68.75,-0.098220825,4.0273166,high,64.624466,72.67909
92,2026-02-05 22:22:15.750357,2012-06-27 21:55:00,12,60,2012-06-27 22:55:00,68.80979,68.75,0.059791565,4.0273166,high,64.78248,72.837105
93,2026-02-05 22:22:15.750357,2012-06-27 21:55:00,1,5,2012-06-27 22:00:00,61.9691,61.75,0.21910095,4.804906,medium,57.164196,66.77401
93,2026-02-05 22:22:15.750357,2012-06-27 21:55:00,2,10,2012-06-27 22:05:00,61.931965,61.75,0.18196487,4.804906,medium,57.12706,66.73687
93,2026-02-05 22:22:15.750357,2012-06-27 21:55:00,3,15,2012-06-27 22:10:00,62.23962,61.75,0.4896202,4.804906,medium,57.434715,67.044525
93,2026-02-05 22:22:15.750357,2012-06-27 21:55:00,4,20,2012-06-27 22:15:00,62.296722,61.75,0.5467224,4.804906,medium,57.491817,67.10163
93,2026-02-05 22:22:15.750357,2012-06-27 21:55:00,5,25,2012-06-27 22:20:00,62.49336,61.75,0.7433586,4.804906,medium,57.688454,67.29826
93,2026-02-05 22:22:15.750357,2012-06-27 21:55:00,6,30,2012-06-27 22:25:00,62.51285,61.75,0.7628517,4.804906,medium,57.707947,67.31776
93,2026-02-05 22:22:15.750357,2012-06-27 21:55:00,7,35,2012-06-27 22:30:00,62.941536,61.75,1.191536,4.804906,medium,58.13663,67.746445
93,2026-02-05 22:22:15.750357,2012-06-27 21:55:00,8,40,2012-06-27 22:35:00,63.07592,61.75,1.3259201,4.804906,medium,58.271015,67.88083
93,2026-02-05 22:22:15.750357,2012-06-27 21:55:00,9,45,2012-06-27 22:40:00,63.347527,61.75,1.5975266,4.804906,medium,58.54262,68.152435
93,2026-02-05 22:22:15.750357,2012-06-27 21:55:00,10,50,2012-06-27 22:45:00,63.743305,61.75,1.9933052,4.804906,medium,58.9384,68.54821
93,2026-02-05 22:22:15.750357,2012-06-27 21:55:00,11,55,2012-06-27 22:50:00,63.61698,61.75,1.8669815,4.804906,medium,58.812077,68.42189
93,2026-02-05 22:22:15.750357,2012-06-27 21:55:00,12,60,2012-06-27 22:55:00,63.720314,61.75,1.970314,4.804906,medium,58.91541,68.52522
94,2026-02-05 22:22:15.750357,2012-06-27 21:55:00,1,5,2012-06-27 22:00:00,64.7458,64.75,-0.0042037964,4.297871,high,60.447926,69.04367
94,2026-02-05 22:22:15.750357,2012-06-27 21:55:00,2,10,2012-06-27 22:05:00,64.73387,64.75,-0.01612854,4.297871,high,60.436,69.031746
94,2026-02-05 22:22:15.750357,2012-06-27 21:55:00,3,15,2012-06-27 22:10:00,64.82559,64.75,0.07559204,4.297871,high,60.52772,69.12347
94,2026-02-05 22:22:15.750357,2012-06-27 21:55:00,4,20,2012-06-27 22:15:00,65.07043,64.75,0.32042694,4.297871,high,60.772556,69.3683
94,2026-02-05 22:22:15.750357,2012-06-27 21:55:00,5,25,2012-06-27 22:20:00,65.09654,64.75,0.34654236,4.297871,high,60.79867,69.39442
94,2026-02-05 22:22:15.750357,2012-06-27 21:55:00,6,30,2012-06-27 22:25:00,65.2055,64.75,0.45549774,4.297871,high,60.907627,69.50337
94,2026-02-05 22:22:15.750357,2012-06-27 21:55:00,7,35,2012-06-27 22:30:00,64.90107,64.75,0.15106964,4.297871,high,60.6032,69.198944
94,2026-02-05 22:22:15.750357,2012-06-27 21:55:00,8,40,2012-06-27 22:35:00,65.3199,64.75,0.5699005,4.297871,high,61.02203,69.617775
94,2026-02-05 22:22:15.750357,2012-06-27 21:55:00,9,45,2012-06-27 22:40:00,65.223656,64.75,0.4736557,4.297871,high,60.925785,69.52153
94,2026-02-05 22:22:15.750357,2012-06-27 21:55:00,10,50,2012-06-27 22:45:00,65.41002,64.75,0.6600189,4.297871,high,61.11215,69.70789
94,2026-02-05 22:22:15.750357,2012-06-27 21:55:00,11,55,2012-06-27 22:50:00,65.67899,64.75,0.9289932,4.297871,high,61.381123,69.97687
94,2026-02-05 22:22:15.750357,2012-06-27 21:55:00,12,60,2012-06-27 22:55:00,65.54886,64.75,0.79885864,4.297871,high,61.250988,69.84673
95,2026-02-05 22:22:15.750357,2012-06-27 21:55:00,1,5,2012-06-27 22:00:00,60.585236,60.875,-0.2897644,6.571212,low,54.014023,67.15645
95,2026-02-05 22:22:15.750357,2012-06-27 21:55:00,2,10,2012-06-27 22:05:00,60.66532,60.875,-0.20967865,6.571212,low,54.09411,67.236534
95,2026-02-05 22:22:15.750357,2012-06-27 21:55:00,3,15,2012-06-27 22:10:00,60.688126,60.875,-0.18687439,6.571212,low,54.116913,67.25934
95,2026-02-05 22:22:15.750357,2012-06-27 21:55:00,4,20,2012-06-27 22:15:00,60.73134,60.875,-0.1436615,6.571212,low,54.160126,67.30255
95,2026-02-05 22:22:15.750357,2012-06-27 21:55:00,5,25,2012-06-27 22:20:00,60.775913,60.875,-0.09908676,6.571212,low,54.2047,67.34712
95,2026-02-05 22:22:15.750357,2012-06-27 21:55:00,6,30,2012-06-27 22:25:00,60.990948,60.875,0.11594772,6.571212,low,54.419735,67.56216
95,2026-02-05 22:22:15.750357,2012-06-27 21:55:00,7,35,2012-06-27 22:30:00,60.80165,60.875,-0.073349,6.571212,low,54.23044,67.37286
95,2026-02-05 22:22:15.750357,2012-06-27 21:55:00,8,40,2012-06-27 22:35:00,60.793823,60.875,-0.08117676,6.571212,low,54.22261,67.365036
95,2026-02-05 22:22:15.750357,2012-06-27 21:55:00,9,45,2012-06-27 22:40:00,60.6676,60.875,-0.20740128,6.571212,low,54.096386,67.23881
95,2026-02-05 22:22:15.750357,2012-06-27 21:55:00,10,50,2012-06-27 22:45:00,60.473976,60.875,-0.40102386,6.571212,low,53.902763,67.04519
95,2026-02-05 22:22:15.750357,2012-06-27 21:55:00,11,55,2012-06-27 22:50:00,60.5162,60.875,-0.35879898,6.571212,low,53.94499,67.08741
95,2026-02-05 22:22:15.750357,2012-06-27 21:55:00,12,60,2012-06-27 22:55:00,60.751114,60.875,-0.12388611,6.571212,low,54.1799,67.32233
96,2026-02-05 22:22:15.750357,2012-06-27 21:55:00,1,5,2012-06-27 22:00:00,69.150375,69.125,0.025375366,8.063925,low,61.08645,77.2143
96,2026-02-05 22:22:15.750357,2012-06-27 21:55:00,2,10,2012-06-27 22:05:00,69.22053,69.125,0.09552765,8.063925,low,61.1566,77.284454
96,2026-02-05 22:22:15.750357,2012-06-27 21:55:00,3,15,2012-06-27 22:10:00,69.20099,69.125,0.07598877,8.063925,low,61.137062,77.264915
96,2026-02-05 22:22:15.750357,2012-06-27 21:55:00,4,20,2012-06-27 22:15:00,69.2948,69.125,0.1697998,8.063925,low,61.230873,77.35873
96,2026-02-05 22:22:15.750357,2012-06-27 21:55:00,5,25,2012-06-27 22:20:00,69.26313,69.125,0.13813019,8.063925,low,61.199203,77.32706
96,2026-02-05 22:22:15.750357,2012-06-27 21:55:00,6,30,2012-06-27 22:25:00,69.3854,69.125,0.26039886,8.063925,low,61.321472,77.449326
96,2026-02-05 22:22:15.750357,2012-06-27 21:55:00,7,35,2012-06-27 22:30:00,69.3985,69.125,0.27349854,8.063925,low,61.33457,77.462425
96,2026-02-05 22:22:15.750357,2012-06-27 21:55:00,8,40,2012-06-27 22:35:00,69.50364,69.125,0.37863922,8.063925,low,61.439713,77.567566
96,2026-02-05 22:22:15.750357,2012-06-27 21:55:00,9,45,2012-06-27 22:40:00,69.53016,69.125,0.405159,8.063925,low,61.466232,77.594086
96,2026-02-05 22:22:15.750357,2012-06-27 21:55:00,10,50,2012-06-27 22:45:00,69.58501,69.125,0.4600067,8.063925,low,61.52108,77.64893
96,2026-02-05 22:22:15.750357,2012-06-27 21:55:00,11,55,2012-06-27 22:50:00,69.721405,69.125,0.596405,8.063925,low,61.65748,77.78533
96,2026-02-05 22:22:15.750357,2012-06-27 21:55:00,12,60,2012-06-27 22:55:00,69.71271,69.125,0.5877075,8.063925,low,61.64878,77.776634
97,2026-02-05 22:22:15.750357,2012-06-27 21:55:00,1,5,2012-06-27 22:00:00,67.462204,67.5,-0.03779602,4.811258,medium,62.650948,72.27346
97,2026-02-05 22:22:15.750357,2012-06-27 21:55:00,2,10,2012-06-27 22:05:00,67.418465,67.5,-0.08153534,4.811258,medium,62.60721,72.22972
97,2026-02-05 22:22:15.750357,2012-06-27 21:55:00,3,15,2012-06-27 22:10:00,67.47929,67.5,-0.020713806,4.811258,medium,62.66803,72.29054
97,2026-02-05 22:22:15.750357,2012-06-27 21:55:00,4,20,2012-06-27 22:15:00,67.25163,67.5,-0.24836731,4.811258,medium,62.440376,72.06289
97,2026-02-05 22:22:15.750357,2012-06-27 21:55:00,5,25,2012-06-27 22:20:00,67.59503,67.5,0.09503174,4.811258,medium,62.783775,72.40629
97,2026-02-05 22:22:15.750357,2012-06-27 21:55:00,6,30,2012-06-27 22:25:00,67.515495,67.5,0.0154953,4.811258,medium,62.70424,72.32675
97,2026-02-05 22:22:15.750357,2012-06-27 21:55:00,7,35,2012-06-27 22:30:00,67.9253,67.5,0.4253006,4.811258,medium,63.114044,72.73656
97,2026-02-05 22:22:15.750357,2012-06-27 21:55:00,8,40,2012-06-27 22:35:00,67.46622,67.5,-0.03378296,4.811258,medium,62.65496,72.27747
97,2026-02-05 22:22:15.750357,2012-06-27 21:55:00,9,45,2012-06-27 22:40:00,67.48628,67.5,-0.013717651,4.811258,medium,62.675026,72.29754
97,2026-02-05 22:22:15.750357,2012-06-27 21:55:00,10,50,2012-06-27 22:45:00,67.49011,67.5,-0.009887695,4.811258,medium,62.678856,72.30137
97,2026-02-05 22:22:15.750357,2012-06-27 21:55:00,11,55,2012-06-27 22:50:00,67.35669,67.5,-0.14331055,4.811258,medium,62.545433,72.167946
97,2026-02-05 22:22:15.750357,2012-06-27 21:55:00,12,60,2012-06-27 22:55:00,67.587814,67.5,0.08781433,4.811258,medium,62.776558,72.39907
98,2026-02-05 22:22:15.750357,2012-06-27 21:55:00,1,5,2012-06-27 22:00:00,58.230267,58.125,0.10526657,4.872346,medium,53.35792,63.10261
98,2026-02-05 22:22:15.750357,2012-06-27 21:55:00,2,10,2012-06-27 22:05:00,57.99739,58.125,-0.12760925,4.872346,medium,53.125046,62.869736
98,2026-02-05 22:22:15.750357,2012-06-27 21:55:00,3,15,2012-06-27 22:10:00,57.941254,58.125,-0.18374634,4.872346,medium,53.06891,62.8136
98,2026-02-05 22:22:15.750357,2012-06-27 21:55:00,4,20,2012-06-27 22:15:00,58.08585,58.125,-0.039150238,4.872346,medium,53.213505,62.958195
98,2026-02-05 22:22:15.750357,2012-06-27 21:55:00,5,25,2012-06-27 22:20:00,58.084454,58.125,-0.040546417,4.872346,medium,53.21211,62.9568
98,2026-02-05 22:22:15.750357,2012-06-27 21:55:00,6,30,2012-06-27 22:25:00,58.19728,58.125,0.072280884,4.872346,medium,53.324936,63.069626
98,2026-02-05 22:22:15.750357,2012-06-27 21:55:00,7,35,2012-06-27 22:30:00,58.260136,58.125,0.13513565,4.872346,medium,53.38779,63.13248
98,2026-02-05 22:22:15.750357,2012-06-27 21:55:00,8,40,2012-06-27 22:35:00,58.159065,58.125,0.034065247,4.872346,medium,53.28672,63.03141
98,2026-02-05 22:22:15.750357,2012-06-27 21:55:00,9,45,2012-06-27 22:40:00,58.376785,58.125,0.25178528,4.872346,medium,53.50444,63.24913
98,2026-02-05 22:22:15.750357,2012-06-27 21:55:00,10,50,2012-06-27 22:45:00,58.093357,58.125,-0.031642914,4.872346,medium,53.221012,62.965702
98,2026-02-05 22:22:15.750357,2012-06-27 21:55:00,11,55,2012-06-27 22:50:00,57.978783,58.125,-0.14621735,4.872346,medium,53.106438,62.851128
98,2026-02-05 22:22:15.750357,2012-06-27 21:55:00,12,60,2012-06-27 22:55:00,58.4206,58.125,0.2956009,4.872346,medium,53.548256,63.292946
99,2026-02-05 22:22:15.750357,2012-06-27 21:55:00,1,5,2012-06-27 22:00:00,67.9483,67.875,0.07330322,3.3884122,high,64.55989,71.336716
99,2026-02-05 22:22:15.750357,2012-06-27 21:55:00,2,10,2012-06-27 22:05:00,67.86411,67.875,-0.010887146,3.3884122,high,64.4757,71.252525
99,2026-02-05 22:22:15.750357,2012-06-27 21:55:00,3,15,2012-06-27 22:10:00,67.81859,67.875,-0.056411743,3.3884122,high,64.430176,71.207
99,2026-02-05 22:22:15.750357,2012-06-27 21:55:00,4,20,2012-06-27 22:15:00,67.87375,67.875,-0.0012512207,3.3884122,high,64.48534,71.26216
99,2026-02-05 22:22:15.750357,2012-06-27 21:55:00,5,25,2012-06-27 22:20:00,67.86549,67.875,-0.009506226,3.3884122,high,64.47708,71.25391
99,2026-02-05 22:22:15.750357,2012-06-27 21:55:00,6,30,2012-06-27 22:25:00,67.963806,67.875,0.08880615,3.3884122,high,64.57539,71.35222
99,2026-02-05 22:22:15.750357,2012-06-27 21:55:00,7,35,2012-06-27 22:30:00,67.867905,67.875,-0.007095337,3.3884122,high,64.47949,71.25632
99,2026-02-05 22:22:15.750357,2012-06-27 21:55:00,8,40,2012-06-27 22:35:00,67.85764,67.875,-0.017356873,3.3884122,high,64.46923,71.246056
99,2026-02-05 22:22:15.750357,2012-06-27 21:55:00,9,45,2012-06-27 22:40:00,67.72938,67.875,-0.14562225,3.3884122,high,64.340965,71.11779
99,2026-02-05 22:22:15.750357,2012-06-27 21:55:00,10,50,2012-06-27 22:45:00,67.955475,67.875,0.08047485,3.3884122,high,64.56706,71.34389
99,2026-02-05 22:22:15.750357,2012-06-27 21:55:00,11,55,2012-06-27 22:50:00,67.80363,67.875,-0.071372986,3.3884122,high,64.415215,71.19204
99,2026-02-05 22:22:15.750357,2012-06-27 21:55:00,12,60,2012-06-27 22:55:00,67.8071,67.875,-0.06790161,3.3884122,high,64.418686,71.19551
100,2026-02-05 22:22:15.750357,2012-06-27 21:55:00,1,5,2012-06-27 22:00:00,64.628006,64.5,0.12800598,7.0678525,low,57.560154,71.69586
100,2026-02-05 22:22:15.750357,2012-06-27 21:55:00,2,10,2012-06-27 22:05:00,64.51356,64.5,0.013557434,7.0678525,low,57.445705,71.58141
100,2026-02-05 22:22:15.750357,2012-06-27 21:55:00,3,15,2012-06-27 22:10:00,64.33201,64.5,-0.16799164,7.0678525,low,57.264156,71.399864
100,2026-02-05 22:22:15.750357,2012-06-27 21:55:00,4,20,2012-06-27 22:15:00,64.498886,64.5,-0.0011138916,7.0678525,low,57.431034,71.56674
100,2026-02-05 22:22:15.750357,2012-06-27 21:55:00,5,25,2012-06-27 22:20:00,64.60917,64.5,0.10916901,7.0678525,low,57.541317,71.677025
100,2026-02-05 22:22:15.750357,2012-06-27 21:55:00,6,30,2012-06-27 22:25:00,64.46807,64.5,-0.031929016,7.0678525,low,57.40022,71.53593
100,2026-02-05 22:22:15.750357,2012-06-27 21:55:00,7,35,2012-06-27 22:30:00,64.979126,64.5,0.47912598,7.0678525,low,57.911274,72.04698
100,2026-02-05 22:22:15.750357,2012-06-27 21:55:00,8,40,2012-06-27 22:35:00,64.56839,64.5,0.06838989,7.0678525,low,57.500538,71.636246
100,2026-02-05 22:22:15.750357,2012-06-27 21:55:00,9,45,2012-06-27 22:40:00,64.85697,64.5,0.35697174,7.0678525,low,57.78912,71.92483
100,2026-02-05 22:22:15.750357,2012-06-27 21:55:00,10,50,2012-06-27 22:45:00,64.88605,64.5,0.38604736,7.0678525,low,57.818195,71.9539
100,2026-02-05 22:22:15.750357,2012-06-27 21:55:00,11,55,2012-06-27 22:50:00,65.04283,64.5,0.5428314,7.0678525,low,57.97498,72.11069
100,2026-02-05 22:22:15.750357,2012-06-27 21:55:00,12,60,2012-06-27 22:55:00,64.96801,64.5,0.46800995,7.0678525,low,57.900158,72.035866
101,2026-02-05 22:22:15.750357,2012-06-27 21:55:00,1,5,2012-06-27 22:00:00,64.25874,64.375,-0.116256714,5.6837482,medium,58.574997,69.94249
101,2026-02-05 22:22:15.750357,2012-06-27 21:55:00,2,10,2012-06-27 22:05:00,64.38461,64.375,0.009613037,5.6837482,medium,58.700867,70.06836
101,2026-02-05 22:22:15.750357,2012-06-27 21:55:00,3,15,2012-06-27 22:10:00,64.24296,64.375,-0.13204193,5.6837482,medium,58.55921,69.926704
101,2026-02-05 22:22:15.750357,2012-06-27 21:55:00,4,20,2012-06-27 22:15:00,64.46381,64.375,0.08881378,5.6837482,medium,58.780067,70.14756
101,2026-02-05 22:22:15.750357,2012-06-27 21:55:00,5,25,2012-06-27 22:20:00,64.40234,64.375,0.02734375,5.6837482,medium,58.718597,70.08609
101,2026-02-05 22:22:15.750357,2012-06-27 21:55:00,6,30,2012-06-27 22:25:00,64.36056,64.375,-0.014442444,5.6837482,medium,58.67681,70.044304
101,2026-02-05 22:22:15.750357,2012-06-27 21:55:00,7,35,2012-06-27 22:30:00,64.32009,64.375,-0.054908752,5.6837482,medium,58.636345,70.00384
101,2026-02-05 22:22:15.750357,2012-06-27 21:55:00,8,40,2012-06-27 22:35:00,64.21791,64.375,-0.15708923,5.6837482,medium,58.534164,69.90166
101,2026-02-05 22:22:15.750357,2012-06-27 21:55:00,9,45,2012-06-27 22:40:00,64.31287,64.375,-0.06213379,5.6837482,medium,58.62912,69.99661
101,2026-02-05 22:22:15.750357,2012-06-27 21:55:00,10,50,2012-06-27 22:45:00,64.39618,64.375,0.0211792,5.6837482,medium,58.712433,70.079926
101,2026-02-05 22:22:15.750357,2012-06-27 21:55:00,11,55,2012-06-27 22:50:00,64.58627,64.375,0.2112732,5.6837482,medium,58.902527,70.27002
101,2026-02-05 22:22:15.750357,2012-06-27 21:55:00,12,60,2012-06-27 22:55:00,64.69665,64.375,0.32164764,5.6837482,medium,59.0129,70.380394
102,2026-02-05 22:22:15.750357,2012-06-27 21:55:00,1,5,2012-06-27 22:00:00,60.848988,60.625,0.22398758,4.8294787,medium,56.01951,65.67847
102,2026-02-05 22:22:15.750357,2012-06-27 21:55:00,2,10,2012-06-27 22:05:00,60.70411,60.625,0.07910919,4.8294787,medium,55.87463,65.533585
102,2026-02-05 22:22:15.750357,2012-06-27 21:55:00,3,15,2012-06-27 22:10:00,60.673756,60.625,0.048755646,4.8294787,medium,55.844276,65.503235
102,2026-02-05 22:22:15.750357,2012-06-27 21:55:00,4,20,2012-06-27 22:15:00,60.451912,60.625,-0.17308807,4.8294787,medium,55.622433,65.28139
102,2026-02-05 22:22:15.750357,2012-06-27 21:55:00,5,25,2012-06-27 22:20:00,60.376064,60.625,-0.2489357,4.8294787,medium,55.546585,65.20554
102,2026-02-05 22:22:15.750357,2012-06-27 21:55:00,6,30,2012-06-27 22:25:00,60.76418,60.625,0.13917923,4.8294787,medium,55.9347,65.59366
102,2026-02-05 22:22:15.750357,2012-06-27 21:55:00,7,35,2012-06-27 22:30:00,60.794754,60.625,0.16975403,4.8294787,medium,55.965275,65.62423
102,2026-02-05 22:22:15.750357,2012-06-27 21:55:00,8,40,2012-06-27 22:35:00,61.024113,60.625,0.3991127,4.8294787,medium,56.194633,65.85359
102,2026-02-05 22:22:15.750357,2012-06-27 21:55:00,9,45,2012-06-27 22:40:00,60.865463,60.625,0.24046326,4.8294787,medium,56.035984,65.69494
102,2026-02-05 22:22:15.750357,2012-06-27 21:55:00,10,50,2012-06-27 22:45:00,61.07906,60.625,0.4540596,4.8294787,medium,56.24958,65.90854
102,2026-02-05 22:22:15.750357,2012-06-27 21:55:00,11,55,2012-06-27 22:50:00,60.954014,60.625,0.32901382,4.8294787,medium,56.124535,65.78349
102,2026-02-05 22:22:15.750357,2012-06-27 21:55:00,12,60,2012-06-27 22:55:00,60.55986,60.625,-0.06513977,4.8294787,medium,55.73038,65.389336
103,2026-02-05 22:22:15.750357,2012-06-27 21:55:00,1,5,2012-06-27 22:00:00,65.68914,65.875,-0.18585968,5.130015,medium,60.559124,70.81915
103,2026-02-05 22:22:15.750357,2012-06-27 21:55:00,2,10,2012-06-27 22:05:00,65.8337,65.875,-0.041297913,5.130015,medium,60.703686,70.963715
103,2026-02-05 22:22:15.750357,2012-06-27 21:55:00,3,15,2012-06-27 22:10:00,65.84601,65.875,-0.0289917,5.130015,medium,60.715992,70.97602
103,2026-02-05 22:22:15.750357,2012-06-27 21:55:00,4,20,2012-06-27 22:15:00,65.96681,65.875,0.091812134,5.130015,medium,60.836796,71.096825
103,2026-02-05 22:22:15.750357,2012-06-27 21:55:00,5,25,2012-06-27 22:20:00,65.784706,65.875,-0.090293884,5.130015,medium,60.65469,70.91472
103,2026-02-05 22:22:15.750357,2012-06-27 21:55:00,6,30,2012-06-27 22:25:00,65.74759,65.875,-0.12741089,5.130015,medium,60.617573,70.8776
103,2026-02-05 22:22:15.750357,2012-06-27 21:55:00,7,35,2012-06-27 22:30:00,65.94537,65.875,0.070373535,5.130015,medium,60.815357,71.075386
103,2026-02-05 22:22:15.750357,2012-06-27 21:55:00,8,40,2012-06-27 22:35:00,65.99801,65.875,0.12300873,5.130015,medium,60.867992,71.12802
103,2026-02-05 22:22:15.750357,2012-06-27 21:55:00,9,45,2012-06-27 22:40:00,65.78082,65.875,-0.094177246,5.130015,medium,60.650806,70.910835
103,2026-02-05 22:22:15.750357,2012-06-27 21:55:00,10,50,2012-06-27 22:45:00,65.76311,65.875,-0.1118927,5.130015,medium,60.63309,70.89312
103,2026-02-05 22:22:15.750357,2012-06-27 21:55:00,11,55,2012-06-27 22:50:00,65.739,65.875,-0.13600159,5.130015,medium,60.608982,70.86901
103,2026-02-05 22:22:15.750357,2012-06-27 21:55:00,12,60,2012-06-27 22:55:00,65.512634,65.875,-0.36236572,5.130015,medium,60.382618,70.64265
104,2026-02-05 22:22:15.750357,2012-06-27 21:55:00,1,5,2012-06-27 22:00:00,65.03093,64.875,0.15592957,4.834358,medium,60.19657,69.86529
